Unnamed: 0.1,Unnamed: 0,plural,male,female,title,male_eng,female_eng,male_cnt,female_cnt,total
3422,6947,Соловьевы,Соловьев,Соловьева,2,solovev,soloveva,43127,53143,96270
3423,6957,Солоницын,Солоницын,Солоницына,3,solonitsyn,solonitsyna,525,637,1162
3424,6958,Соммер,Соммер,Соммер,2,sommer,sommer,345,345,345
3425,6960,Сомовы,Сомов,Сомова,2,somov,somova,10956,13732,24688
3426,6962,Сонгайло,Сонгайло,Сонгайло,6,songaylo,songaylo,3,3,3
3427,6963,Сорнев,Сорнев,Сорнева,2,sornev,sorneva,11,29,40
3428,6964,Сорокины,Сорокин,Сорокина,2,sorokin,sorokina,99102,103122,202224
3429,6968,Сорохтины,Сорохтин,Сорохтина,6,sorokhtin,sorokhtina,17,6,23
3430,6969,Сорочинский,Сорочинский,Сорочинская,3,sorochinsky,sorochinskaya,968,902,1870
3431,6970,Соснины,Соснин,Соснина,3,sosnin,sosnina,6653,7274,13927
3432,6972,Сосницкие,Сосницкий,Сосницкая,3,sosnitsky,sosnitskaya,106,854,960
3433,6973,Сосновские,Сосновский,Сосновская,2,sosnovsky,sosnovskaya,4332,4812,9144
3434,6974,Сосье,Сосье,Сосье,3,sose,sose,2,2,2
3435,6975,Софинский,Софинский,Софинская,3,sofinsky,sofinskaya,107,102,209
3436,6976,Соханские,Соханский,Соханская,3,sokhansky,sokhanskaya,2,2,2
3437,6978,Сошников,Сошников,Сошникова,3,soshnikov,soshnikova,3084,3324,6408
3438,6979,Спасские,Спасский,Спасская,1,spassky,spasskaya,948,1360,2308
3439,6983,Спаские,Спаский,Спаская,1,spasky,spaskaya,15,13,28
3440,6987,Спекган,Спекган,Спекган,2,spekgan,spekgan,0,0,0
3441,6988,Сперанские,Сперанский,Сперанская,3,speransky,speranskaya,1018,1346,2364
3442,6990,Сперансовы,Сперансов,Сперансова,3,speransov,speransova,0,0,0
3443,6991,Спечинский,Спечинский,Спечинская,6,spechinsky,spechinskaya,0,5,5
3444,6992,Спиридовы,Спиридов,Спиридова,6,spiridov,spiridova,123,118,241
3445,6993,Сперидовы,Сперидов,Сперидова,6,speridov,speridova,1,2,3
3446,6994,Спиридович,Спиридович,Спиридович,3,spiridovich,spiridovich,1677,1677,1677
3447,6995,Спиридоновы,Спиридонов,Спиридонова,2,spiridonov,spiridonova,29592,31679,61271
3448,6998,Спировский,Спировский,Спировская,3,spirovsky,spirovskaya,6,15,21
3449,6999,Спицыны,Спицын,Спицына,1,spitsyn,spitsyna,6884,6350,13234
3450,7001,Сребрянский,Сребрянский,Сребрянская,3,srebryansky,srebryanskaya,22,16,38
3451,7002,Ставровские,Ставровский,Ставровская,1,stavrovsky,stavrovskaya,80,111,191
3452,7007,Стаевский,Стаевский,Стаевская,2,staevsky,staevskaya,8,12,20
3453,7008,Стакельберг,Стакельберг,Стакельберг,5,stakelberg,stakelberg,0,0,0
3454,7009,Станенковы,Станенков,Станенкова,2,stanenkov,stanenkova,1,1,1
3455,7010,Станиславлев,Станиславлев,Станиславлева,6,stanislavlev,stanislavleva,0,3,3
3456,7011,Станиславские,Станиславский,Станиславская,3,stanislavsky,stanislavskaya,1054,4657,5711
3457,7013,Станицкие,Станицкий,Станицкая,2,stanitsky,stanitskaya,24,148,172
3458,7014,Станищев,Станищев,Станищева,3,stanischev,stanischeva,4,3,7
3459,7015,Станкевич,Станкевич,Станкевич,4,stankevich,stankevich,10749,10749,10749
3460,7017,Станкер,Станкер,Станкер,2,stanker,stanker,0,0,0
3461,7018,Станюкович,Станюкович,Станюкович,6,stanjukovich,stanjukovich,0,0,0
3462,7019,Старевич,Старевич,Старевич,2,starevich,starevich,4,4,4
3463,7020,Старицкий,Старицкий,Старицкая,1,staritsky,staritskaya,31,208,239
3464,7021,Старицин,Старицин,Старицина,2,staritsin,staritsina,223,232,455
3465,7022,Старовы,Старов,Старова,2,starov,starova,2061,2449,4510
3466,7026,Старцов,Старцов,Старцова,1,startsov,startsova,115,130,245
3467,7027,Старцев,Старцев,Старцева,1,startsev,startseva,18676,18271,36947
3468,7028,Старынкевичи,Старынкевич,Старынкевич,3,starynkevich,starynkevich,5,5,5
3469,7029,Стасовы,Стасов,Стасова,6,stasov,stasova,619,383,1002
3470,7031,Стафопуловы,Стафопулов,Стафопулова,3,stafopulov,stafopulova,0,0,0
3471,7034,Стаховичи,Стахович,Стахович,1,stakhovich,stakhovich,128,128,128
3472,7036,Стеженские,Стеженский,Стеженская,3,stezhensky,stezhenskaya,0,3,3
3473,7037,Стекган,Стекган,Стекган,2,stekgan,stekgan,0,0,0
3474,7038,Стеллих,Стеллих,Стеллих,3,stellikh,stellikh,0,0,0
3475,7039,Стендер,Стендер,Стендер,3,stender,stender,30,30,30
3476,7040,Степановы,Степанов,Степанова,1,stepanov,stepanova,161534,176194,337728
3477,7059,Степурины,Степурин,Степурина,1,stepurin,stepurina,171,149,320
3478,7061,Стерлигов,Стерлигов,Стерлигова,6,sterligov,sterligova,276,286,562
3479,7062,Стефани,Стефани,Стефани,2,stefani,stefani,1,1,1
3480,7063,Стоговы,Стогов,Стогова,1,stogov,stogova,1548,1340,2888
3481,7067,Столпаков,Столпаков,Столпакова,1,stolpakov,stolpakova,7,16,23
3482,7068,Столповские,Столповский,Столповская,2,stolpovsky,stolpovskaya,620,511,1131
3483,7069,Столыпин,Столыпин,Столыпина,6,stolypin,stolypina,400,332,732
3484,7070,Стопычевы,Стопычев,Стопычева,3,stopychev,stopycheva,82,111,193
3485,7072,Стори,Стори,Стори,3,stori,stori,35,35,35
3486,7073,Страховы,Страхов,Страхова,2,strakhov,strakhova,5636,4738,10374
3487,7081,Страшков,Страшков,Страшкова,3,strashkov,strashkova,323,273,596
3488,7082,Страшниковы,Страшников,Страшникова,3,strashnikov,strashnikova,157,150,307
3489,7083,Стрекаловы,Стрекалов,Стрекалова,2,strekalov,strekalova,2060,2183,4243
3490,7086,Стрелков,Стрелков,Стрелкова,2,strelkov,strelkova,10844,12832,23676
3491,7087,Стрелковский,Стрелковский,Стрелковская,3,strelkovsky,strelkovskaya,163,289,452
3492,7088,Стрельцов,Стрельцов,Стрельцова,3,streltsov,streltsova,12517,15685,28202
3493,7089,Стремоусов,Стремоусов,Стремоусова,3,stremousov,stremousova,363,170,533
3494,7090,Стржалковские,Стржалковский,Стржалковская,3,strzhalkovsky,strzhalkovskaya,6,5,11
3495,7091,Стрижов,Стрижов,Стрижова,3,strizhov,strizhova,2228,4026,6254
3496,7092,Строевы,Строев,Строева,1,stroev,stroeva,2922,2792,5714
3497,7096,Строкины,Строкин,Строкина,3,strokin,strokina,1638,1953,3591
3498,7098,Строковский,Строковский,Строковская,6,strokovsky,strokovskaya,10,7,17
3499,7099,Строльман,Строльман,Строльман,2,strolman,strolman,11,11,11
3500,7100,Стромиловы,Стромилов,Стромилова,2,stromilov,stromilova,150,262,412
3501,7102,Стропов,Стропов,Стропова,3,stropov,stropova,40,17,57
3502,7103,Струве,Струве,Струве,3,struve,struve,40,40,40
3503,7104,Де-Струве,Де-Струве,Де-Струве,2,de-struve,de-struve,0,0,0
3504,7105,Струговщиковы,Струговщиков,Струговщикова,2,strugovschikov,strugovschikova,33,324,357
3505,7106,Струйские,Струйский,Струйская,6,struysky,struyskaya,7,6,13
3506,7107,Струковы,Струков,Струкова,2,strukov,strukova,8047,6824,14871
3507,7109,Струнины,Струнин,Струнина,1,strunin,strunina,1092,1348,2440
3508,7112,Стуарт,Стуарт,Стуарт,3,stuart,stuart,123,123,123
3509,7113,Стугин,Стугин,Стугина,3,stugin,stugina,3,3,3
3510,7114,Стругин,Стругин,Стругина,3,strugin,strugina,27,35,62
3511,7115,Студеников,Студеников,Студеникова,3,studenikov,studenikova,33,28,61
3512,7116,Ступин,Ступин,Ступина,2,stupin,stupina,4342,5507,9849
3513,7117,Ступишины,Ступишин,Ступишина,3,stupishin,stupishina,131,180,311
3514,7121,Суботины,Суботин,Суботина,3,subotin,subotina,279,326,605
3515,7122,Субботины,Субботин,Субботина,3,subbotin,subbotina,22712,26267,48979
3516,7123,Сувезий,Сувезий,Сувезая,3,suvezy,suvezaya,0,0,0
3517,7124,Суворовы,Суворов,Суворова,3,suvorov,suvorova,35665,42159,77824
3518,7130,Суворов-Рымникской,Суворов-Рымникской,Суворова-Рымникская,5,suvorov-rymnikskoy,suvorova-rymnikskaya,0,0,0
3519,7131,Суетины,Суетин,Суетина,2,suetin,suetina,1891,2028,3919
3520,7132,Суздальцовы,Суздальцов,Суздальцова,6,suzdaltsov,suzdaltsova,1,1,1
3521,7133,Суздальцев,Суздальцев,Суздальцева,6,suzdaltsev,suzdaltseva,1453,1958,3411
3522,7134,Султанов,Султанов,Султанова,2,sultanov,sultanova,38762,28724,67486
3523,7135,Сумароков,Сумароков,Сумарокова,6,sumarokov,sumarokova,2449,2590,5039
3524,7136,Сумбулы,Сумбул,Сумбул,1,sumbul,sumbul,4,4,4
3525,7145,Сумерковы,Сумерков,Сумеркова,2,sumerkov,sumerkova,12,10,22
3526,7147,Сумороцкий,Сумороцкий,Сумороцкая,6,sumorotsky,sumorotskaya,0,0,0
3527,7149,Сунгуровы,Сунгуров,Сунгурова,1,sungurov,sungurova,1391,1223,2614
3528,7151,Супонев,Супонев,Супонева,6,suponev,suponeva,298,320,618
3529,7152,Сурмины,Сурмин,Сурмина,3,surmin,surmina,385,510,895
3530,7155,Сурнин,Сурнин,Сурнина,2,surnin,surnina,2313,2642,4955
3531,7156,Суровы,Суров,Сурова,2,surov,surova,4299,4725,9024
3532,7158,Суровцев,Суровцев,Суровцева,3,surovtsev,surovtseva,3468,4452,7920
3533,7159,Суворцов,Суворцов,Суворцова,3,suvortsov,suvortsova,1,1,1
3534,7160,Суровщиковы,Суровщиков,Суровщикова,1,surovschikov,surovschikova,11,0,11
3535,7162,Сусоров,Сусоров,Сусорова,3,susorov,susorova,353,286,639
3536,7163,Сустин,Сустин,Сустина,2,sustin,sustina,91,104,195
3537,7164,Сухачев,Сухачев,Сухачева,3,sukhachev,sukhacheva,880,1253,2133
3538,7165,Сухих,Сухих,Сухих,3,sukhikh,sukhikh,10084,10084,10084
3539,7166,Сухово-Кобылины,Сухово-Кобылин,Сухово-Кобылина,4,sukhovo-kobylin,sukhovo-kobylina,0,0,0
3540,7167,Сухово-Кабылины,Сухово-Кабылин,Сухово-Кабылина,4,sukhovo-kabylin,sukhovo-kabylina,0,0,0
3541,7168,Суходольский,Суходольский,Суходольская,6,sukhodolsky,sukhodolskaya,894,943,1837
3542,7169,Сухо-Прутский,Сухо-Прутский,Сухо-Прутская,3,sukho-prutsky,sukho-prutskaya,0,0,0
3543,7170,Сухопрутской,Сухопрутской,Сухопрутская,3,sukhoprutskoy,sukhoprutskaya,0,7,7
3544,7171,Сухопрудский,Сухопрудский,Сухопрудская,3,sukhoprudsky,sukhoprudskaya,5,4,9
3545,7172,Сухотины,Сухотин,Сухотина,3,sukhotin,sukhotina,756,790,1546
3546,7175,Сухочевы,Сухочев,Сухочева,3,sukhochev,sukhocheva,694,555,1249
3547,7177,Сучковы,Сучков,Сучкова,2,suchkov,suchkova,11221,9952,21173
3548,7179,Сушковы,Сушков,Сушкова,3,sushkov,sushkova,8131,7963,16094
3549,7183,Сущинский,Сущинский,Сущинская,3,suschinsky,suschinskaya,27,52,79
3550,7184,Сырвид,Сырвид,Сырвид,1,syrvid,syrvid,10,10,10
3551,7185,Сысоевы,Сысоев,Сысоева,2,sysoev,sysoeva,19259,19529,38788
3552,7188,Сычевские,Сычевский,Сычевская,3,sychevsky,sychevskaya,317,331,648
3553,7190,Сюльки,Сюльки,Сюльки,3,sjulki,sjulki,0,0,0
3554,7191,Сюльк,Сюльк,Сюльк,3,sjulk,sjulk,0,0,0
3555,7192,Сюлька,Сюлька,Сюлька,3,sjulka,sjulka,0,0,0
3556,7193,Тавровский,Тавровский,Тавровская,2,tavrovsky,tavrovskaya,39,53,92
3557,7194,Тагановы,Таганов,Таганова,6,taganov,taganova,861,835,1696
3558,7195,Талызины,Талызин,Талызина,2,talyzin,talyzina,725,819,1544
3559,7201,Танагель,Танагель,Танагель,3,tanagel,tanagel,0,0,0
3560,7203,Таненберг,Таненберг,Таненберг,3,tanenberg,tanenberg,1,1,1
3561,7204,Танненберги,Танненберги,Танненберги,2,tannenbergi,tannenbergi,0,0,0
3562,7206,Танненберг,Танненберг,Танненберг,2,tannenberg,tannenberg,15,15,15
3563,7208,Таннер,Таннер,Таннер,3,tanner,tanner,68,68,68
3564,7209,Тараканов,Тараканов,Тараканова,6,tarakanov,tarakanova,11750,12179,23929
3565,7210,Тарасенков,Тарасенков,Тарасенкова,3,tarasenkov,tarasenkova,1127,1286,2413
3566,7211,Тарасовы,Тарасов,Тарасова,1,tarasov,tarasova,107953,116636,224589
3567,7216,Тарелкины,Тарелкин,Тарелкина,2,tarelkin,tarelkina,654,639,1293
3568,7218,Тарловский,Тарловский,Тарловская,3,tarlovsky,tarlovskaya,25,23,48
3569,7219,Тарначев,Тарначев,Тарначева,3,tarnachev,tarnacheva,1,0,1
3570,7220,Тарновские,Тарновский,Тарновская,2,tarnovsky,tarnovskaya,721,806,1527
3571,7221,Тарханов,Тарханов,Тарханова,1,tarkhanov,tarkhanova,2036,2569,4605
3572,7222,Тарховы,Тархов,Тархова,3,tarkhov,tarkhova,1335,1452,2787
3573,7223,Татариновы,Татаринов,Татаринова,2,tatarinov,tatarinova,9598,10427,20025
3574,7226,Татищевы,Татищев,Татищева,3,tatischev,tatischeva,83,47,130
3575,7232,Татуры,Татур,Татур,6,tatur,tatur,547,547,547
3576,7234,Таушев,Таушев,Таушева,1,taushev,tausheva,369,341,710
3577,7235,Тверитиновы,Тверитинов,Тверитинова,1,tveritinov,tveritinova,175,256,431
3578,7238,Творогов,Творогов,Творогова,6,tvorogov,tvorogova,1212,1253,2465
3579,7239,Тебеньковы,Тебеньков,Тебенькова,3,tebenkov,tebenkova,2200,2346,4546
3580,7240,Теденьков,Теденьков,Теденькова,3,tedenkov,tedenkova,0,0,0
3581,7241,Тейльс,Тейльс,Тейльс,4,teyls,teyls,0,0,0
3582,7242,Текутьевы,Текутьев,Текутьева,6,tekutev,tekuteva,328,219,547
3583,7243,Телегины,Телегин,Телегина,1,telegin,telegina,6307,8749,15056
3584,7246,Тележниковы,Тележников,Тележникова,3,telezhnikov,telezhnikova,346,232,578
3585,7247,Телепневы,Телепнев,Телепнева,6,telepnev,telepneva,348,570,918
3586,7249,Телеснин,Телеснин,Телеснина,6,telesnin,telesnina,8,8,8
3587,7250,Тельпуговы,Тельпугов,Тельпугова,3,telpugov,telpugova,3,2,5
3588,7251,Тенишевы,Тенишев,Тенишева,2,tenishev,tenisheva,576,1028,1604
3589,7252,Тепловы,Теплов,Теплова,1,teplov,teplova,6756,7854,14610
3590,7254,Тепляковы,Тепляков,Теплякова,2,teplyakov,teplyakova,7074,6890,13964
3591,7256,Тепфер,Тепфер,Тепфер,3,tepfer,tepfer,103,103,103
3592,7257,Тер-Гукасов,Тер-Гукасов,Тер-Гукасова,3,ter-gukasov,ter-gukasova,4,1,5
3593,7258,Тер-Гукисов,Тер-Гукисов,Тер-Гукисова,3,ter-gukisov,ter-gukisova,0,0,0
3594,7259,Терентьев,Терентьев,Терентьева,2,terentev,terenteva,24420,26435,50855
3595,7260,Тереховы,Терехов,Терехова,3,terekhov,terekhova,25452,30717,56169
3596,7262,Терещенко,Терещенко,Терещенко,3,tereschenko,tereschenko,11943,11943,11943
3597,7263,Терликовы,Терликов,Терликова,1,terlikov,terlikova,67,86,153
3598,7265,Терлихов,Терлихов,Терлихова,1,terlikhov,terlikhova,0,0,0
3599,7267,Терновские,Терновский,Терновская,3,ternovsky,ternovskaya,1510,1604,3114
3600,7270,Терпигоревы,Терпигорев,Терпигорева,2,terpigorev,terpigoreva,238,74,312
3601,7273,Терские,Терский,Терская,1,tersky,terskaya,514,836,1350
3602,7276,Терюхины,Терюхин,Терюхина,1,terjukhin,terjukhina,0,0,0
3603,7279,Теряев,Теряев,Теряева,3,teryaev,teryaeva,1589,1690,3279
3604,7280,Тесков,Тесков,Тескова,6,teskov,teskova,13,14,27
3605,7281,Тессины,Тессин,Тессина,3,tessin,tessina,0,1,1
3606,7283,Тесеин,Тесеин,Тесеина,3,tesein,teseina,0,0,0
3607,7284,Тидебель,Тидебель,Тидебель,3,tidebel,tidebel,0,0,0
3608,7285,Тиличеев,Тиличеев,Тиличеева,6,tilicheev,tilicheeva,12,10,22
3609,7286,Тимашев,Тимашев,Тимашева,2,timashev,timasheva,1205,1297,2502
3610,7287,Тимишев,Тимишев,Тимишева,2,timishev,timisheva,6,34,40
3611,7288,Тимирязев,Тимирязев,Тимирязева,6,timiryazev,timiryazeva,241,193,434
3612,7289,Темирязев,Темирязев,Темирязева,6,temiryazev,temiryazeva,39,22,61
3613,7290,Тимковские,Тимковский,Тимковская,3,timkovsky,timkovskaya,22,15,37
3614,7291,Тимофеевы,Тимофеев,Тимофеева,1,timofeev,timofeeva,82573,98124,180697
3615,7296,Тимохович,Тимохович,Тимохович,6,timokhovich,timokhovich,312,312,312
3616,7297,Тинков,Тинков,Тинкова,6,tinkov,tinkova,855,930,1785
3617,7302,Типяковы,Типяков,Типякова,3,tipyakov,tipyakova,13,4,17
3618,7303,Титарев,Титарев,Титарева,3,titarev,titareva,852,747,1599
3619,7304,Титовы,Титов,Титова,2,titov,titova,83417,88022,171439
3620,7312,Тихановы,Тиханов,Тиханова,2,tikhanov,tikhanova,2762,2317,5079
3621,7314,Тихановичи,Тиханович,Тиханович,3,tikhanovich,tikhanovich,495,495,495
3622,7316,Тихоновичи,Тихонович,Тихонович,3,tikhonovich,tikhonovich,1571,1571,1571
3623,7318,Тихеев,Тихеев,Тихеева,3,tikheev,tikheeva,7,48,55
3624,7319,Тихменев,Тихменев,Тихменева,2,tikhmenev,tikhmeneva,28,48,76
3625,7320,Тихомировы,Тихомиров,Тихомирова,2,tikhomirov,tikhomirova,27884,31771,59655
3626,7326,Тихонины,Тихонин,Тихонина,1,tikhonin,tikhonina,545,636,1181
3627,7327,Тихоновы,Тихонов,Тихонова,2,tikhonov,tikhonova,69891,80235,150126
3628,7330,Тихорос,Тихорос,Тихорос,2,tikhoros,tikhoros,0,0,0
3629,7331,Тишениновы,Тишенинов,Тишенинова,6,tisheninov,tisheninova,6,13,19
3630,7332,Товаровы,Товаров,Товарова,2,tovarov,tovarova,93,141,234
3631,7334,Таваровы,Таваров,Таварова,2,tavarov,tavarova,155,27,182
3632,7336,Тодт,Тодт,Тодт,3,todt,todt,5,5,5
3633,7337,Токарев,Токарев,Токарева,6,tokarev,tokareva,39207,44354,83561
3634,7338,Толбузины,Толбузин,Толбузина,6,tolbuzin,tolbuzina,45,51,96
3635,7339,Толзин,Толзин,Толзина,3,tolzin,tolzina,13,11,24
3636,7340,Толмачевы,Толмачев,Толмачева,1,tolmachev,tolmacheva,9076,9897,18973
3637,7343,Толоконников,Толоконников,Толоконникова,2,tolokonnikov,tolokonnikova,2390,2158,4548
3638,7344,Толстые,Толстый,Толстая,2,tolstyy,tolstaya,744,2297,3041
3639,7352,Толченовы,Толченов,Толченова,2,tolchenov,tolchenova,142,175,317
3640,7355,Толь,Толь,Толь,3,tol,tol,234,234,234
3641,7356,Томанские,Томанский,Томанская,3,tomansky,tomanskaya,2,5,7
3642,7357,Таманские,Таманский,Таманская,3,tamansky,tamanskaya,35,20,55
3643,7358,Томашевские,Томашевский,Томашевская,3,tomashevsky,tomashevskaya,897,1410,2307
3644,7361,Тончи,Тончи,Тончи,3,tonchi,tonchi,2,2,2
3645,7362,Топильские,Топильский,Топильская,6,topilsky,topilskaya,834,1043,1877
3646,7364,Топоров,Топоров,Топорова,3,toporov,toporova,3033,2380,5413
3647,7365,Торжинский,Торжинский,Торжинская,2,torzhinsky,torzhinskaya,79,49,128
3648,7366,Тормсинский,Тормсинский,Тормсинская,2,tormsinsky,tormsinskaya,0,0,0
3649,7367,Тороповы,Торопов,Торопова,3,toropov,toropova,12020,13636,25656
3650,7370,Торопынин,Торопынин,Торопынина,3,toropynin,toropynina,125,410,535
3651,7371,Травины,Травин,Травина,2,travin,travina,2287,2511,4798
3652,7374,Травчин,Травчин,Травчина,3,travchin,travchina,0,0,0
3653,7375,Травгин,Травгин,Травгина,3,travgin,travgina,0,0,0
3654,7376,Треборны,Треборн,Треборн,3,treborn,treborn,4,4,4
3655,7378,Трегер,Трегер,Трегер,3,treger,treger,38,38,38
3656,7379,Трегубовы,Трегубов,Трегубова,2,tregubov,tregubova,6659,7032,13691
3657,7383,Трейер,Трейер,Трейер,3,treyer,treyer,131,131,131
3658,7384,Трейтеры,Трейтер,Трейтер,3,treyter,treyter,4,4,4
3659,7386,Трескины,Трескин,Трескина,2,treskin,treskina,902,781,1683
3660,7391,Третьяковы,Третьяков,Третьякова,1,tretyakov,tretyakova,42046,55046,97092
3661,7396,Трике,Трике,Трике,1,trike,trike,2,2,2
3662,7397,Троицкие,Троицкий,Троицкая,3,troitsky,troitskaya,954,5178,6132
3663,7399,Тронины,Тронин,Тронина,3,tronin,tronina,2834,3563,6397
3664,7400,Троновы,Тронов,Тронова,3,tronov,tronova,361,321,682
3665,7401,Тростины,Тростин,Тростина,3,trostin,trostina,611,522,1133
3666,7402,Трофимовы,Трофимов,Трофимова,2,trofimov,trofimova,56246,63120,119366
3667,7405,Троцкий,Троцкий,Троцкая,2,trotsky,trotskaya,0,961,961
3668,7406,Трубачев,Трубачев,Трубачева,2,trubachev,trubacheva,1262,1727,2989
3669,7407,Трубачеев,Трубачеев,Трубачеева,3,trubacheev,trubacheeva,38,157,195
3670,7408,Трубецкие,Трубецкий,Трубецкая,2,trubetsky,trubetskaya,7,1371,1378
3671,7412,Трубников,Трубников,Трубникова,3,trubnikov,trubnikova,8513,9221,17734
3672,7413,Трунцевский,Трунцевский,Трунцевская,3,truntsevsky,truntsevskaya,1,4,5
3673,7414,Трусевич,Трусевич,Трусевич,3,trusevich,trusevich,346,346,346
3674,7415,Трухачев,Трухачев,Трухачева,2,trukhachev,trukhacheva,998,1055,2053
3675,7416,Трушевские,Трушевский,Трушевская,2,trushevsky,trushevskaya,33,57,90
3676,7418,Тубентали,Тубентали,Тубентали,3,tubentali,tubentali,0,0,0
3677,7419,Тубенталь,Тубенталь,Тубенталь,3,tubental,tubental,0,0,0
3678,7420,Тугариновы,Тугаринов,Тугаринова,2,tugarinov,tugarinova,923,1138,2061
3679,7423,Тулов,Тулов,Тулова,3,tulov,tulova,90,123,213
3680,7424,Тулянкин,Тулянкин,Тулянкина,2,tulyankin,tulyankina,521,556,1077
3681,7425,Тумановы,Туманов,Туманова,2,tumanov,tumanova,12019,14709,26728
3682,7427,Тургеневы,Тургенев,Тургенева,2,turgenev,turgeneva,582,650,1232
3683,7429,Туркестановы,Туркестанов,Туркестанова,5,turkestanov,turkestanova,2,6,8
3684,7430,Турчаниновы,Турчанинов,Турчанинова,3,turchaninov,turchaninova,1001,1147,2148
3685,7431,Тухачевские,Тухачевский,Тухачевская,4,tukhachevsky,tukhachevskaya,61,26,87
3686,7432,Тучковы,Тучков,Тучкова,6,tuchkov,tuchkova,1537,1623,3160
3687,7434,Тыртовы,Тыртов,Тыртова,2,tyrtov,tyrtova,112,153,265
3688,7437,Тырновы,Тырнов,Тырнова,2,tyrnov,tyrnova,222,271,493
3689,7440,Тюкин,Тюкин,Тюкина,3,tjukin,tjukina,0,0,0
3690,7441,Тюметевы,Тюметев,Тюметева,2,tjumetev,tjumeteva,0,0,0
3691,7442,Тюнины,Тюнин,Тюнина,2,tjunin,tjunina,0,0,0
3692,7445,Тюрины,Тюрин,Тюрина,3,tjurin,tjurina,6,3,9
3693,7447,Тютчевы,Тютчев,Тютчева,6,tjutchev,tjutcheva,0,0,0
3694,7448,Тяжеловы,Тяжелов,Тяжелова,3,tyazhelov,tyazhelova,184,263,447
3695,7451,Уваровы,Уваров,Уварова,5,uvarov,uvarova,20658,26058,46716
3696,7453,Угоницелов,Угоницелов,Угоницелова,3,ugonitselov,ugonitselova,0,0,0
3697,7454,Угримов,Угримов,Угримова,3,ugrimov,ugrimova,139,823,962
3698,7455,Укке,Укке,Укке,2,ukke,ukke,2,2,2
3699,7456,Улазовский,Улазовский,Улазовская,6,ulazovsky,ulazovskaya,16,13,29
3700,7457,Ульрихс,Ульрихс,Ульрихс,3,ulrikhs,ulrikhs,0,0,0
3701,7458,Ульянины,Ульянин,Ульянина,6,ulyanin,ulyanina,566,485,1051
3702,7459,Ульянинские,Ульянинский,Ульянинская,3,ulyaninsky,ulyaninskaya,7,4,11
3703,7460,Уманец,Уманец,Уманец,3,umanets,umanets,2600,2600,2600
3704,7461,Унковский,Унковский,Унковская,6,unkovsky,unkovskaya,345,438,783
3705,7462,Ураков,Ураков,Уракова,2,urakov,urakova,2158,2062,4220
3706,7463,Уранов,Уранов,Уранова,3,uranov,uranova,248,393,641
3707,7464,Ураносов,Ураносов,Ураносова,3,uranosov,uranosova,0,0,0
3708,7465,Ураноссов,Ураноссов,Ураноссова,3,uranossov,uranossova,0,0,0
3709,7466,Урубасовы,Урубасов,Урубасова,2,urubasov,urubasova,0,0,0
3710,7467,Урусовы,Урусов,Урусова,4,urusov,urusova,4801,5468,10269
3711,7470,Урюпины,Урюпин,Урюпина,2,urjupin,urjupina,0,0,0
3712,7472,Усков,Усков,Ускова,2,uskov,uskova,9219,10449,19668
3713,7473,Усовы,Усов,Усова,2,usov,usova,17457,22766,40223
3714,7476,Успенские,Успенский,Успенская,3,uspensky,uspenskaya,3301,3625,6926
3715,7480,Устиновы,Устинов,Устинова,3,ustinov,ustinova,27126,34102,61228
3716,7484,Устьянцев,Устьянцев,Устьянцева,2,ustyantsev,ustyantseva,3836,3515,7351
3717,7485,Утгофы,Утгоф,Утгоф,3,utgof,utgof,41,41,41
3718,7487,Уткины,Уткин,Уткина,2,utkin,utkina,20468,17679,38147
3719,7489,Ухины,Ухин,Ухина,3,ukhin,ukhina,1217,1057,2274
3720,7490,Ухов,Ухов,Ухова,2,ukhov,ukhova,2920,2694,5614
3721,7491,Ухтомские,Ухтомский,Ухтомская,5,ukhtomsky,ukhtomskaya,53,46,99
3722,7492,Ушаковы,Ушаков,Ушакова,1,ushakov,ushakova,43997,50718,94715
3723,7507,Фабиан,Фабиан,Фабиан,2,fabian,fabian,143,143,143
3724,7508,Фаворские,Фаворский,Фаворская,3,favorsky,favorskaya,216,229,445
3725,7512,Фадеев,Фадеев,Фадеева,2,fadeev,fadeeva,43311,42327,85638
3726,7513,Фалеевы,Фалеев,Фалеева,3,faleev,faleeva,1601,1945,3546
3727,7514,Фаллет,Фаллет,Фаллет,3,fallet,fallet,0,0,0
3728,7515,Фалет,Фалет,Фалет,3,falet,falet,1,1,1
3729,7516,Фальковский,Фальковский,Фальковская,6,falkovsky,falkovskaya,319,338,657
3730,7517,Фаминцын,Фаминцын,Фаминцына,6,famintsyn,famintsyna,4,3,7
3731,7518,Фасмер,Фасмер,Фасмер,3,fasmer,fasmer,6,6,6
3732,7519,Фатеевы,Фатеев,Фатеева,2,fateev,fateeva,10832,29153,39985
3733,7520,Фе,Фе,Фе,2,fe,fe,0,0,0
3734,7522,Федоринские,Федоринский,Федоринская,3,fedorinsky,fedorinskaya,6,23,29
3735,7523,Федоровы,Федоров,Федорова,1,fedorov,fedorova,96745,112281,209026
3736,7550,Федорцовы,Федорцов,Федорцова,2,fedortsov,fedortsova,1353,1215,2568
3737,7552,Федорцевы,Федорцев,Федорцева,2,fedortsev,fedortseva,88,81,169
3738,7554,Федосеевы,Федосеев,Федосеева,1,fedoseev,fedoseeva,22207,25867,48074
3739,7556,Федотовы,Федотов,Федотова,2,fedotov,fedotova,67835,78322,146157
